0.5484	1
0.5779	1
0.5799	1
0.5842	1
0.5850	1
0.5948	1
0.5978	1
0.5982	1
0.5995	1
0.6048	1
0.6215	1
0.6233	1
0.6295	1
0.6313	1
0.6316	1
0.6330	1
0.6341	0
0.6343	1
0.6349	0
0.6357	1
0.6372	1
0.6394	1
0.6414	1
0.6417	1
0.6423	1
0.6432	1
0.6447	1
0.6450	1
0.6494	1
0.6529	1
0.6529	1
0.6548	1
0.6569	1
0.6582	1
0.6604	1
0.6621	1
0.6639	1
0.6641	0
0.6643	1
0.6643	1
0.6652	1
0.6655	1
0.6664	0
0.6666	1
0.6673	1
0.6673	1
0.6688	0
0.6688	1
0.6691	1
0.6693	1
0.6695	1
0.6697	1
0.6707	1
0.6707	1
0.6707	1
0.6710	1
0.6722	0
0.6739	1
0.6740	1
0.6753	1
0.6757	1
0.6760	1
0.6768	1
0.6773	1
0.6802	0
0.6813	1
0.6820	0
0.6823	0
0.6832	1
0.6837	1
0.6846	1
0.6847	1
0.6847	1
0.6848	1
0.6848	1
0.6850	1
0.6853	0
0.6862	1
0.6864	0
0.6880	1
0.6887	1
0.6888	1
0.6893	1
0.6897	1
0.6904	1
0.6906	1
0.6906	1
0.6908	1
0.6912	1
0.6916	0
0.6919	1
0.6920	1
0.6924	1
0.6924	1
0.6951	1
0.6956	0
0.6959	1
0.6960	0
0.6961	0
0.6964	1
0.6967	1
0.6967	1
0.6975	1
0.6976	1
0.6988	0
0.6999	1
0.7000	1
0.7002	1
0.7007	1
0.7007	1
0.7013	1
0.7014	0
0.7014	0
0.7016	0
0.7016	0
0.7020	1
0.7026	0
0.7030	1
0.7035	1
0.7036	0
0.7039	0
0.7041	1
0.7043	1
0.7044	1
0.7048	1
0.7051	1
0.7057	1
0.7060	0
0.7061	1
0.7066	1
0.7067	0
0.7070	1
0.7070	1
0.7072	1
0.7072	1
0.7079	1
0.7087	1
0.7090	1
0.7092	1
0.7093	1
0.7094	0
0.7098	1
0.7099	0
0.7100	1
0.7106	1
0.7107	1
0.7114	0
0.7118	1
0.7118	1
0.7123	1
0.7123	1
0.7123	1
0.7125	1
0.7125	1
0.7130	0
0.7131	0
0.7137	1
0.7138	0
0.7146	1
0.7150	0
0.7150	0
0.7150	1
0.7151	1
0.7152	1
0.7155	1
0.7156	0
0.7156	1
0.7158	0
0.7159	0
0.7161	0
0.7162	0
0.7162	0
0.7163	0
0.7165	1
0.7167	0
0.7170	1
0.7179	0
0.7184	0
0.7185	1
0.7185	1
0.7185	0
0.7187	1
0.7192	0
0.7193	1
0.7193	1
0.7202	0
0.7203	1
0.7203	1
0.7209	1
0.7210	1
0.7212	1
0.7216	1
0.7221	0
0.7221	1
0.7236	0
0.7238	0
0.7239	1
0.7244	0
0.7245	1
0.7245	1
0.7249	0
0.7250	0
0.7250	0
0.7251	1
0.7253	0
0.7254	0
0.7265	1
0.7267	0
0.7269	0
0.7273	1
0.7275	1
0.7278	1
0.7279	0
0.7279	1
0.7283	1
0.7283	0
0.7296	0
0.7298	0
0.7309	1
0.7309	1
0.7309	0
0.7315	1
0.7320	0
0.7322	1
0.7322	1
0.7322	1
0.7324	1
0.7326	1
0.7329	1
0.7331	0
0.7340	1
0.7344	1
0.7347	0
0.7357	0
0.7357	1
0.7361	0
0.7363	1
0.7368	0
0.7371	1
0.7374	1
0.7375	1
0.7378	1
0.7382	1
0.7383	0
0.7384	0
0.7388	0
0.7395	0
0.7405	1
0.7409	1
0.7412	1
0.7413	0
0.7419	0
0.7420	0
0.7421	0
0.7424	1
0.7424	1
0.7427	0
0.7431	1
0.7431	0
0.7431	1
0.7432	0
0.7441	0
0.7444	1
0.7445	1
0.7449	0
0.7450	0
0.7455	0
0.7455	0
0.7457	1
0.7457	1
0.7459	1
0.7468	0
0.7472	0
0.7473	1
0.7476	0
0.7478	1
0.7479	1
0.7483	0
0.7484	1
0.7484	1
0.7489	0
0.7491	0
0.7492	1
0.7496	0
0.7505	0
0.7508	0
0.7508	1
0.7509	0
0.7509	0
0.7512	1
0.7516	1
0.7524	0
0.7537	0
0.7544	0
0.7552	1
0.7554	1
0.7556	1
0.7556	1
0.7556	1
0.7561	0
0.7570	0
0.7574	0
0.7581	1
0.7585	0
0.7586	1
0.7589	0
0.7589	1
0.7595	0
0.7598	0
0.7600	1
0.7600	1
0.7600	0
0.7606	1
0.7607	0
0.7609	0
0.7616	1
0.7618	1
0.7624	0
0.7627	1
0.7635	0
0.7636	1
0.7638	1
0.7642	0
0.7642	1
0.7650	1
0.7661	1
0.7662	1
0.7663	1
0.7666	1
0.7666	0
0.7670	0
0.7674	0
0.7678	1
0.7678	1
0.7683	1
0.7685	0
0.7686	0
0.7687	0
0.7695	0
0.7702	1
0.7704	1
0.7705	1
0.7706	1
0.7709	1
0.7713	0
0.7719	0
0.7723	0
0.7724	0
0.7726	0
0.7726	0
0.7730	1
0.7733	0
0.7733	1
0.7734	1
0.7735	0
0.7742	1
0.7749	0
0.7753	1
0.7754	0
0.7754	1
0.7757	1
0.7759	1
0.7765	0
0.7770	1
0.7770	1
0.7771	1
0.7771	1
0.7776	0
0.7777	1
0.7777	1
0.7778	1
0.7780	0
0.7781	1
0.7781	0
0.7787	1
0.7791	0
0.7791	1
0.7797	0
0.7798	1
0.7800	1
0.7800	0
0.7802	1
0.7803	1
0.7804	0
0.7805	1
0.7808	0
0.7810	1
0.7812	0
0.7813	0
0.7813	1
0.7814	1
0.7814	1
0.7821	0
0.7824	1
0.7832	1
0.7838	0
0.7839	0
0.7840	1
0.7843	0
0.7844	0
0.7845	0
0.7853	1
0.7860	0
0.7869	0
0.7871	0
0.7872	0
0.7874	1
0.7887	0
0.7887	0
0.7896	0
0.7899	1
0.7900	1
0.7909	1
0.7910	0
0.7914	1
0.7920	0
0.7922	0
0.7923	0
0.7927	1
0.7928	0
0.7933	1
0.7947	0
0.7951	0
0.7954	1
0.7955	0
0.7960	0
0.7971	0
0.7972	0
0.7979	0
0.7982	0
0.7984	0
0.7988	1
0.7990	1
0.7991	0
0.7995	0
0.8004	1
0.8013	1
0.8030	1
0.8038	0
0.8041	1
0.8046	0
0.8058	0
0.8080	1
0.8086	0
0.8092	1
0.8093	0
0.8097	0
0.8114	0
0.8137	0
0.8141	0
0.8148	0
0.8161	1
0.8163	0
0.8164	1
0.8165	0
0.8167	0
0.8184	0
0.8198	0
0.8203	0
0.8205	0
0.8209	0
0.8211	1
0.8216	0
0.8216	0
0.8228	1
0.8232	0
0.8247	0
0.8248	1
0.8254	0
0.8272	0
0.8276	0
0.8313	0
0.8314	0
0.8322	1
0.8322	1
0.8330	0
0.8332	0
0.8335	0
0.8342	0
0.8352	0
0.8356	0
0.8359	0
0.8360	0
0.8370	0
0.8377	0
0.8379	0
0.8382	0
0.8385	0
0.8396	0
0.8407	0
0.8408	0
0.8414	0
0.8418	0
0.8422	0
0.8450	1
0.8455	1
0.8456	0
0.8486	0
0.8492	0
0.8494	0
0.8507	0
0.8509	0
0.8511	0
0.8524	1
0.8537	0
0.8559	0
0.8562	1
0.8565	0
0.8574	0
0.8581	0
0.8601	1
0.8619	0
0.8628	0
0.8650	1
0.8693	1
0.8699	0
0.8758	1
0.8759	0
0.8767	0
0.8822	0
0.8866	1
0.8962	0
0.9016	0
0.9028	0
0.9029	0
0.9032	0
0.9125	1
0.9125	0
0.9134	0
0.9207	0
0.9333	1
0.9445	0
0.9450	0
0.9522	0
0.9523	0
0.9524	0
0.9577	0
